id,type,name
GovernmentOfTheFederativeRepublicOfBrazil,Entity,GovernmentOfTheFederativeRepublicOfBrazil
Ecuadorian entity,Entity,Ecuadorian entity
ArgentinianEntity,Entity,ArgentinianEntity
sovereign state and polity that is a landlocked country located in western-central South America,Entity,sovereign state and polity that is a landlocked country located in western-central South America
Colombia,Entity,Colombia
"federal dominant-party presidential constitutional republic, whose president is both head of state and head of government",Entity,"federal dominant-party presidential constitutional republic, whose president is both head of state and head of government"
Government of the Co-operative Republic of Guyana,Entity,Government of the Co-operative Republic of Guyana
Government of the Oriental Republic of Uruguay,Entity,Government of the Oriental Republic of Uruguay
JurisdictionOfVenezuela,Entity,JurisdictionOfVenezuela
JurisdictionOfSuriname,Entity,JurisdictionOfSuriname
JurisdictionOfColombia,Entity,JurisdictionOfColombia
Chilean entity,Entity,Chilean entity
"unitary dominant-party presidential republic and representative democracy, whose president is both head of state and head of government",Entity,"unitary dominant-party presidential republic and representative democracy, whose president is both head of state and head of government"
República Argentina,Entity,República Argentina
owl#NamedIndividual,Entity,owl#NamedIndividual
GovernmentOfTheCo-operativeRepublicOfGuyana,Entity,GovernmentOfTheCo-operativeRepublicOfGuyana
ParaguayanEntity,Entity,ParaguayanEntity
JurisdictionOfChile,Entity,JurisdictionOfChile
Government of the Republic of Paraguay,Entity,Government of the Republic of Paraguay
"sovereign state and polity that is a transcontinental country largely in the north of South America, bounded on the north by the Caribbean Sea, the northwest by Panama, the south by Ecuador and Peru, the east by Venezuela, the southeast by Brazil, and the west by the Pacific Ocean",Entity,"sovereign state and polity that is a transcontinental country largely in the north of South America, bounded on the north by the Caribbean Sea, the northwest by Panama, the south by Ecuador and Peru, the east by Venezuela, the southeast by Brazil, and the west by the Pacific Ocean"
"Copyright (c) 2020-2023 Object Management Group, Inc.",Entity,"Copyright (c) 2020-2023 Object Management Group, Inc."
Guyana,Entity,Guyana
Guyanese entity,Entity,Guyanese entity
Argentinian entity,Entity,Argentinian entity
JurisdictionOfEcuador,Entity,JurisdictionOfEcuador
Bolivian entity,Entity,Bolivian entity
República del Ecuador,Entity,República del Ecuador
jurisdiction of Paraguay,Entity,jurisdiction of Paraguay
