id,type,name
Turkmenistan,Entity,Turkmenistan
Jurisdiction,Entity,Jurisdiction
Government of the Republic of Tajikistan,Entity,Government of the Republic of Tajikistan
sovereign state and polity that is Tajikistan,Entity,sovereign state and polity that is Tajikistan
StateOfKyrgyzstan,Entity,StateOfKyrgyzstan
Central Asia Government Entities and Jurisdictions Ontology,Entity,Central Asia Government Entities and Jurisdictions Ontology
"jurisdiction of the judiciary of Kazakhstan, which is the system of courts that interprets and applies the law in Kazakhstan",Entity,"jurisdiction of the judiciary of Kazakhstan, which is the system of courts that interprets and applies the law in Kazakhstan"
Türkmenistan,Entity,Türkmenistan
GovernmentOfTheRepublicOfUzbekistan,Entity,GovernmentOfTheRepublicOfUzbekistan
Government of the Republic of Uzbekistan,Entity,Government of the Republic of Uzbekistan
StateOfUzbekistan,Entity,StateOfUzbekistan
JurisdictionOfTheRepublicOfUzbekistan,Entity,JurisdictionOfTheRepublicOfUzbekistan
Government of Turkmenistan,Entity,Government of Turkmenistan
GovernmentOfTheRepublicOfTajikistan,Entity,GovernmentOfTheRepublicOfTajikistan
Kyrgyzstan,Entity,Kyrgyzstan
jurisdiction of the Republic of Tajikistan,Entity,jurisdiction of the Republic of Tajikistan
Қазақстан Республикасы,Entity,Қазақстан Республикасы
"jurisdiction of the judiciary of Turkmenistan, which is the system of courts, including the Supreme Court of Turkmenistan and its divisions, that interprets and applies the law in Turkmenistan",Entity,"jurisdiction of the judiciary of Turkmenistan, which is the system of courts, including the Supreme Court of Turkmenistan and its divisions, that interprets and applies the law in Turkmenistan"
"jurisdiction of the judiciary of Kyrgyzstan, which is the system of courts, including the Supreme Court, that interprets and applies the law in Kyrgyzstan",Entity,"jurisdiction of the judiciary of Kyrgyzstan, which is the system of courts, including the Supreme Court, that interprets and applies the law in Kyrgyzstan"
StateOfKazakhstan,Entity,StateOfKazakhstan
GovernmentOfTurkmenistan,Entity,GovernmentOfTurkmenistan
StateOfTurkmenistan,Entity,StateOfTurkmenistan
"jurisdiction of the judiciary of Tajikistan, which is the system of courts that interprets and applies the law in Tajikistan",Entity,"jurisdiction of the judiciary of Tajikistan, which is the system of courts that interprets and applies the law in Tajikistan"
